Sample_#,CAMPUS,YEAR_x,CNAME_x,DNAME_x,e1_all_docs_n,e1_all_unsatgl_rm,e1_all_approgl_rm,e1_all_meetsgl_rm,e1_all_mastrgl_rm,YEAR_y,CNAME_y,DNAME_y,e2_all_docs_n,e2_all_unsatgl_rm,e2_all_approgl_rm,e2_all_meetsgl_rm,e2_all_mastrgl_rm
1680,220906008,17,GRAPEVINE-COLLE,GRAPEVINE-COLLE,95,12,88,76,24,18,GRAPEVINE-COLLE,GRAPEVINE-COLLE,87,10,90,81,26
1681,220907001,17,KELLER H S,KELLER ISD,758,8,92,81,24,18,KELLER H S,KELLER ISD,754,6,94,86,27
1682,220907002,17,FOSSIL RIDGE H,KELLER ISD,626,27,73,56,10,18,FOSSIL RIDGE H,KELLER ISD,604,21,79,58,7
1683,220907004,17,CENTRAL H S,KELLER ISD,661,16,84,73,19,18,CENTRAL H S,KELLER ISD,647,16,84,74,20
1684,220907005,17,TIMBER CREEK H,KELLER ISD,882,20,80,68,17,18,TIMBER CREEK H,KELLER ISD,868,18,82,69,15
1685,220907039,17,NEW DIRECTION L,KELLER ISD,3,,,,,18,NEW DIRECTION L,KELLER ISD,6,33,67,33,0
1686,220908002,17,MANSFIELD SUMMI,MANSFIELD ISD,686,36,64,46,6,18,MANSFIELD SUMMI,MANSFIELD ISD,621,32,68,50,4
1687,220908003,17,MANSFIELD H S,MANSFIELD ISD,690,16,84,71,14,18,MANSFIELD H S,MANSFIELD ISD,701,14,86,75,12
1688,220908004,17,MANSFIELD TIMBE,MANSFIELD ISD,530,32,68,51,8,18,MANSFIELD TIMBE,MANSFIELD ISD,560,27,73,54,9
1689,220908005,17,MANSFIELD LEGAC,MANSFIELD ISD,612,32,68,52,10,18,MANSFIELD LEGAC,MANSFIELD ISD,582,24,76,61,12
1690,220908006,17,THE PHOENIX ACA,MANSFIELD ISD,9,56,44,11,11,18,THE PHOENIX ACA,MANSFIELD ISD,18,94,6,6,0
1691,220908007,17,MANSFIELD LAKE,MANSFIELD ISD,701,19,81,64,12,18,MANSFIELD LAKE,MANSFIELD ISD,702,18,82,69,14
1692,220910001,17,LAKE WORTH H S,LAKE WORTH ISD,308,46,54,36,4,18,LAKE WORTH H S,LAKE WORTH ISD,265,39,61,40,2
1693,220912001,17,CROWLEY H S,CROWLEY ISD,748,55,45,29,3,18,CROWLEY H S,CROWLEY ISD,683,44,56,39,4
1694,220912002,17,NORTH CROWLEY H,CROWLEY ISD,836,48,52,36,4,18,NORTH CROWLEY H,CROWLEY ISD,737,41,59,42,7
1695,220914001,17,KENNEDALE H S,KENNEDALE ISD,302,34,66,53,9,18,KENNEDALE H S,KENNEDALE ISD,294,30,70,58,13
1696,220915001,17,AZLE H S,AZLE ISD,570,33,67,50,7,18,AZLE H S,AZLE ISD,511,22,78,63,10
1697,220915003,17,AZLE HORNET ACA,AZLE ISD,11,64,36,0,0,18,AZLE HORNET ACA,AZLE ISD,13,62,38,15,0
1698,220916001,17,BELL H S,HURST-EULESS-BE,53,83,17,8,0,18,BELL H S,HURST-EULESS-BE,862,23,77,66,14
1699,220916002,17,TRINITY H S,HURST-EULESS-BE,84,87,13,3,0,18,TRINITY H S,HURST-EULESS-BE,896,22,78,66,15
1700,220916005,17,KEYS H S,HURST-EULESS-BE,25,76,24,16,0,18,KEYS H S,HURST-EULESS-BE,38,57,43,23,0
1701,220917001,17,CASTLEBERRY H S,CASTLEBERRY ISD,325,41,59,39,3,18,CASTLEBERRY H S,CASTLEBERRY ISD,283,35,65,47,4
1702,220917003,17,REACH H S,CASTLEBERRY ISD,17,82,18,6,0,18,REACH H S,CASTLEBERRY ISD,24,79,21,4,0
1703,220918001,17,BOSWELL H S,EAGLE MT-SAGINA,570,20,80,64,12,18,BOSWELL H S,EAGLE MT-SAGINA,546,17,83,69,12
1704,220918002,17,ELMER C WATSON,EAGLE MT-SAGINA,16,75,25,13,0,18,ELMER C WATSON,EAGLE MT-SAGINA,21,58,42,16,0
1705,220918004,17,SAGINAW H S,EAGLE MT-SAGINA,556,32,68,52,9,18,SAGINAW H S,EAGLE MT-SAGINA,507,29,71,57,9
1706,220918006,17,CHISHOLM TRAIL,EAGLE MT-SAGINA,559,28,72,56,10,18,CHISHOLM TRAIL,EAGLE MT-SAGINA,533,26,74,59,8
1707,220919001,17,CARROLL SENIOR,CARROLL ISD,1,,,,,18,CARROLL SENIOR,CARROLL ISD,4,,,,
1708,220919003,17,CARROLL H S,CARROLL ISD,701,3,97,91,33,18,CARROLL H S,CARROLL ISD,700,4,96,90,29
1709,220920001,17,BREWER H S,WHITE SETTLEMEN,593,41,59,43,5,18,BREWER H S,WHITE SETTLEMEN,547,34,66,50,8
1710,221801011,17,AMARILLO COLLEG,TEXAS COLLEGE P,25,16,84,72,12,18,AMARILLO COLLEG,TEXAS COLLEGE P,24,13,87,78,17
1711,221801027,17,ISCHOOL H S,TEXAS COLLEGE P,82,13,87,73,10,18,ISCHOOL HIGH -,TEXAS COLLEGE P,16,0,100,69,25
1712,221801043,17,FOUNDERS CLASSI,TEXAS COLLEGE P,78,5,95,86,26,18,FOUNDERS CLASSI,TEXAS COLLEGE P,77,3,97,91,36
1713,221801051,17,ISCHOOL HIGH AT,TEXAS COLLEGE P,55,4,96,89,22,18,ISCHOOL HIGH AT,TEXAS COLLEGE P,78,3,97,87,17
1714,221801056,17,ISCHOOL HIGH AT,TEXAS COLLEGE P,57,4,96,91,18,18,ISCHOOL HIGH AT,TEXAS COLLEGE P,50,0,100,88,18
1715,221801058,17,FOUNDERS CLASSI,TEXAS COLLEGE P,43,0,100,98,37,18,FOUNDERS CLASSI,TEXAS COLLEGE P,45,9,91,78,16
1716,221801061,17,FOUNDERS CLASSI,TEXAS COLLEGE P,9,33,67,56,11,18,FOUNDERS CLASSI,TEXAS COLLEGE P,8,38,63,50,13
1717,221901001,17,ABILENE H S,ABILENE ISD,660,45,55,37,5,18,ABILENE H S,ABILENE ISD,644,40,60,44,4
1718,221901002,17,COOPER H S,ABILENE ISD,602,40,60,38,5,18,COOPER H S,ABILENE ISD,540,34,66,46,4
1719,221901003,17,WOODSON CENTER,ABILENE ISD,43,91,9,5,2,18,WOODSON CENTER,ABILENE ISD,62,71,29,10,2
1720,221901008,17,JUVENILE DETENT,ABILENE ISD,4,,,,,18,JUVENILE DETENT,ABILENE ISD,4,,,,
1721,221901010,17,ACADEMY FOR TEC,ABILENE ISD,101,21,79,62,10,18,ACADEMY FOR TEC,ABILENE ISD,88,16,84,73,13
1722,221901142,17,OCEANS BEHAVIOR,ABILENE ISD,5,,,,,18,OCEANS BEHAVIOR,ABILENE ISD,1,,,,
1723,221904001,17,MERKEL H S,MERKEL ISD,83,49,51,29,5,18,MERKEL H S,MERKEL ISD,77,46,54,35,7
1724,221905001,17,TRENT INDEPENDE,TRENT ISD,13,46,54,38,0,18,TRENT INDEPENDE,TRENT ISD,8,38,63,50,0
1725,221911001,17,JIM NED H S,JIM NED CISD,98,28,72,51,12,18,JIM NED H S,JIM NED CISD,94,23,77,69,10
1726,221912001,17,WYLIE H S,WYLIE ISD,321,10,90,74,23,18,WYLIE H S,WYLIE ISD,318,8,92,80,18
1727,222901001,17,SANDERSON SCHOO,TERRELL COUNTY,9,33,67,33,0,18,SANDERSON SCHOO,TERRELL COUNTY,7,14,86,71,0
1728,223901001,17,BROWNFIELD H S,BROWNFIELD ISD,161,67,33,17,0,18,BROWNFIELD H S,BROWNFIELD ISD,138,59,41,25,1
1729,223901005,17,BROWNFIELD EDUC,BROWNFIELD ISD,10,100,0,0,0,18,BROWNFIELD EDUC,BROWNFIELD ISD,13,100,0,0,0
1730,223902001,17,MEADOW SCHOOL,MEADOW ISD,23,43,57,22,0,18,MEADOW SCHOOL,MEADOW ISD,20,50,50,30,0
1731,223904001,17,WELLMAN-UNION S,WELLMAN-UNION C,24,29,71,50,4,18,WELLMAN-UNION S,WELLMAN-UNION C,20,5,95,75,5
1732,224901001,17,THROCKMORTON SC,THROCKMORTON IS,18,12,88,53,6,18,THROCKMORTON SC,THROCKMORTON IS,12,25,75,42,8
1733,224902001,17,WOODSON SCHOOL,WOODSON ISD,16,56,44,38,0,18,WOODSON SCHOOL,WOODSON ISD,18,44,56,33,0
1734,225902001,17,MOUNT PLEASANT,MOUNT PLEASANT,472,47,53,32,3,18,MOUNT PLEASANT,MOUNT PLEASANT,421,36,64,42,4
1735,225906001,17,CHAPEL HILL H S,CHAPEL HILL ISD,121,27,73,53,9,18,CHAPEL HILL H S,CHAPEL HILL ISD,104,23,77,63,13
1736,226801001,17,TLC ACADEMY,TEXAS LEADERSHI,110,36,64,39,6,18,TLC ACADEMY,TEXAS LEADERSHI,94,27,73,55,9
1737,226901001,17,CHRISTOVAL H S,CHRISTOVAL ISD,45,13,87,84,24,18,CHRISTOVAL H S,CHRISTOVAL ISD,48,8,92,77,25
1738,226901002,17,FAIRVIEW ACCELE,CHRISTOVAL ISD,1,,,,,18,FAIRVIEW ACCELE,CHRISTOVAL ISD,1,,,,
1739,226903001,17,CENTRAL H S,SAN ANGELO ISD,235,89,11,3,0,18,CENTRAL H S,SAN ANGELO ISD,916,41,59,45,7
1740,226903002,17,LAKE VIEW H S,SAN ANGELO ISD,427,58,42,25,2,18,LAKE VIEW H S,SAN ANGELO ISD,386,53,47,28,2
1741,226903041,17,CENTRAL FRESHMA,SAN ANGELO ISD,725,31,69,53,9,18,CENTRAL FRESHMA,SAN ANGELO ISD,2,,,,
1742,226905001,17,WATER VALLEY H,WATER VALLEY IS,21,33,67,52,10,18,WATER VALLEY H,WATER VALLEY IS,17,35,65,59,12
1743,226906001,17,WALL H S,WALL ISD,85,10,90,76,13,18,WALL H S,WALL ISD,82,4,96,94,15
1744,226906002,17,FAIRVIEW ACCELE,WALL ISD,1,,,,,18,FAIRVIEW ACCELE,WALL ISD,2,,,,
1745,226907001,17,GRAPE CREEK H S,GRAPE CREEK ISD,82,54,46,31,3,18,GRAPE CREEK H S,GRAPE CREEK ISD,76,49,51,33,1
1746,226907002,17,FAIRVIEW ACCELE,GRAPE CREEK ISD,5,100,0,0,0,18,FAIRVIEW ACCELE,GRAPE CREEK ISD,2,,,,
1747,226908001,17,VERIBEST H S,VERIBEST ISD,23,32,68,50,9,18,VERIBEST H S,VERIBEST ISD,20,15,85,75,5
1748,227506001,17,UNIVERSITY OF T,UNIVERSITY OF T,3,,,,,18,UNIVERSITY OF T,UNIVERSITY OF T,15,7,93,87,13
1749,227622002,17,LONE STAR H S E,TEXAS JUVENILE,46,90,10,5,0,18,LONE STAR H S E,TEXAS JUVENILE,11,100,0,0,0
1750,227622004,17,LONE STAR H S S,TEXAS JUVENILE,46,97,3,3,0,18,LONE STAR H S S,TEXAS JUVENILE,9,89,11,0,0
1751,227622005,17,LONE STAR H S N,TEXAS JUVENILE,132,81,19,5,0,18,LONE STAR H S N,TEXAS JUVENILE,85,84,16,7,0
1752,227622006,17,LONE STAR H S S,TEXAS JUVENILE,83,83,17,7,0,18,LONE STAR H S S,TEXAS JUVENILE,43,90,10,0,0
1753,227622008,17,LONE STAR H S C,TEXAS JUVENILE,59,89,11,2,0,18,LONE STAR H S C,TEXAS JUVENILE,15,75,25,25,0
1754,227622009,17,LONE STAR H S W,TEXAS JUVENILE,28,65,35,18,0,18,LONE STAR H S W,TEXAS JUVENILE,19,60,40,13,0
1755,227803001,17,SCI-TECH PREPAR,WAYSIDE SCHOOLS,88,57,43,26,0,18,WAYSIDE SCI-TEC,WAYSIDE SCHOOLS,72,55,45,32,1
1756,227804101,17,NYOS CHARTER SC,NYOS CHARTER SC,82,20,80,60,16,18,NYOS CHARTER SC,NYOS CHARTER SC,78,20,80,67,9
1757,227806005,17,SETTLEMENT HOME,UNIVERSITY OF T,8,75,25,13,0,18,SETTLEMENT HOME,UNIVERSITY OF T,8,71,29,14,0
1758,227806009,17,PATHFINDER CAMP,UNIVERSITY OF T,3,,,,,18,PATHFINDER CAMP,UNIVERSITY OF T,1,,,,
1759,227806017,17,ANNUNCIATION MA,UNIVERSITY OF T,2,,,,,18,ANNUNCIATION MA,UNIVERSITY OF T,6,80,20,0,0
1760,227806023,17,PATHWAYS 3H CAM,UNIVERSITY OF T,7,100,0,0,0,18,PATHWAYS 3H CAM,UNIVERSITY OF T,4,,,,
1761,227806024,17,TNC CAMPUS (TEX,UNIVERSITY OF T,7,86,14,14,0,18,TNC CAMPUS (TEX,UNIVERSITY OF T,3,,,,
1762,227806025,17,METHODIST CHILD,UNIVERSITY OF T,38,79,21,11,0,18,METHODIST CHILD,UNIVERSITY OF T,42,79,21,17,0
1763,227806030,17,LAUREL RIDGE,UNIVERSITY OF T,9,40,60,20,0,18,LAUREL RIDGE,UNIVERSITY OF T,5,80,20,20,0
1764,227806034,17,UT - UNIVERSITY,UNIVERSITY OF T,4,,,,,18,UT - UNIVERSITY,UNIVERSITY OF T,5,40,60,40,20
1765,227806040,17,AUSTIN OAKS,UNIVERSITY OF T,2,,,,,18,AUSTIN OAKS,UNIVERSITY OF T,1,,,,
1766,227806041,17,UNLIMITED VISIO,UNIVERSITY OF T,28,89,11,4,0,18,UNLIMITED VISIO,UNIVERSITY OF T,14,79,21,14,0
1767,227806043,17,UNIVERSITY H S,UNIVERSITY OF T,1,,,,,18,UNIVERSITY H S,UNIVERSITY OF T,3,,,,
1768,227806044,17,GEORGETOWN BEHA,UNIVERSITY OF T,6,67,33,33,0,18,GEORGETOWN BEHA,UNIVERSITY OF T,4,,,,
1769,227806045,17,CEDAR CREST,UNIVERSITY OF T,9,56,44,22,0,18,CEDAR CREST,UNIVERSITY OF T,8,38,63,63,0
1770,227806046,17,SETON HOME,UNIVERSITY OF T,9,100,0,0,0,18,SETON HOME,UNIVERSITY OF T,7,57,43,29,0
1771,227814001,17,CHAPARRAL STAR,CHAPARRAL STAR,30,7,93,87,27,18,CHAPARRAL STAR,CHAPARRAL STAR,27,4,96,93,44
1772,227816002,17,HARMONY SCIENCE,HARMONY SCIENCE,157,31,69,54,8,18,HARMONY SCIENCE,HARMONY SCIENCE,157,28,72,57,6
1773,227816004,17,HARMONY SCHOOL,HARMONY SCIENCE,59,27,73,49,14,18,HARMONY SCHOOL,HARMONY SCIENCE,43,14,86,63,9
1774,227816101,17,HARMONY SCHOOL,HARMONY SCIENCE,106,58,42,30,1,18,HARMONY SCHOOL,HARMONY SCIENCE,99,44,56,40,5
1775,227817001,17,CEDARS ACADEMY,CEDARS INTERNAT,24,21,79,54,4,18,CEDARS ACADEMY,CEDARS INTERNAT,20,25,75,70,20
1776,227820001,17,KIPP AUSTIN COL,KIPP AUSTIN PUB,218,28,72,52,7,18,KIPP AUSTIN COL,KIPP AUSTIN PUB,216,19,81,63,13
1777,227820002,17,KIPP AUSTIN BRA,KIPP AUSTIN PUB,186,32,68,49,6,18,KIPP AUSTIN BRA,KIPP AUSTIN PUB,173,24,76,60,6
1778,227824002,17,THE EAST AUSTIN,EAST AUSTIN COL,124,52,48,31,2,18,THE EAST AUSTIN,PROMESA PUBLIC,116,43,57,32,3
1779,227825001,17,AUSTIN ACHIEVE,AUSTIN ACHIEVE,141,57,43,20,0,18,AUSTIN ACHIEVE,AUSTIN ACHIEVE,114,46,54,32,2
1780,227828001,17,THE EXCEL CENTE,THE EXCEL CENTE,9,71,29,14,0,18,THE EXCEL CENTE,THE EXCEL CENTE,110,65,35,9,0
1781,227901002,17,AUSTIN H S,AUSTIN ISD,647,18,82,67,20,18,AUSTIN H S,AUSTIN ISD,585,15,85,74,22
1782,227901004,17,LANIER H S,AUSTIN ISD,570,62,38,21,1,18,LANIER H S,AUSTIN ISD,535,59,41,24,2
1783,227901005,17,MCCALLUM H S,AUSTIN ISD,518,20,80,71,21,18,MCCALLUM H S,AUSTIN ISD,482,15,85,73,17
1784,227901006,17,REAGAN H S,AUSTIN ISD,420,58,42,25,1,18,REAGAN H S,AUSTIN ISD,408,55,46,26,2
1785,227901007,17,TRAVIS H S,AUSTIN ISD,463,60,40,21,1,18,TRAVIS H S,AUSTIN ISD,440,56,44,26,2
1786,227901008,17,CROCKETT H S,AUSTIN ISD,554,51,49,29,3,18,CROCKETT H S,AUSTIN ISD,450,42,58,43,6
1787,227901009,17,ANDERSON H S,AUSTIN ISD,642,21,79,67,19,18,ANDERSON H S,AUSTIN ISD,617,18,82,72,18
1788,227901013,17,BOWIE H S,AUSTIN ISD,750,10,90,80,24,18,BOWIE H S,AUSTIN ISD,695,8,92,85,25
1789,227901014,17,LBJ HIGH SCHOOL,AUSTIN ISD,295,57,43,24,0,18,LBJ HIGH SCHOOL,AUSTIN ISD,254,54,46,33,1
1790,227901015,17,GARZA INDEPENDE,AUSTIN ISD,11,60,40,10,10,18,GARZA INDEPENDE,AUSTIN ISD,19,28,72,61,0
1791,227901017,17,AKINS H S,AUSTIN ISD,890,52,48,29,4,18,AKINS H S,AUSTIN ISD,812,35,65,45,5
1792,227901018,17,LASA H S,AUSTIN ISD,345,0,100,100,71,18,LASA H S,AUSTIN ISD,347,0,100,100,66
1793,227901019,17,EASTSIDE MEMORI,AUSTIN ISD,161,65,35,14,1,18,EASTSIDE MEMORI,AUSTIN ISD,184,74,26,13,1
1794,227901025,17,GRADUATION PREP,AUSTIN ISD,43,87,13,0,0,18,GRADUATION PREP,AUSTIN ISD,35,77,23,6,0
1795,227901026,17,GRADUATION PREP,AUSTIN ISD,17,73,27,7,0,18,GRADUATION PREP,AUSTIN ISD,18,60,40,13,0
1796,227901028,17,RICHARDS SCH FO,AUSTIN ISD,121,2,98,87,21,18,RICHARDS SCH FO,AUSTIN ISD,112,0,100,94,21
1797,227901029,17,INTERNATIONAL H,AUSTIN ISD,231,99,1,0,0,18,INTERNATIONAL H,AUSTIN ISD,89,99,1,1,0
1798,227901030,17,TRAVIS COUNTY J,AUSTIN ISD,23,94,6,0,0,18,TRAVIS COUNTY J,AUSTIN ISD,8,100,0,0,0
1799,227901032,17,PHOENIX ACADEMY,AUSTIN ISD,14,77,23,15,0,18,PHOENIX ACADEMY,AUSTIN ISD,7,57,43,43,0
1800,227901035,17,LEADERSHIP ACAD,AUSTIN ISD,26,100,0,0,0,18,LEADERSHIP ACAD,AUSTIN ISD,10,70,30,20,0
1801,227901250,17,AUSTIN ST HOSPI,AUSTIN ISD,6,,,,,18,AUSTIN ST HOSPI,AUSTIN ISD,3,,,,
1802,227904001,17,PFLUGERVILLE H,PFLUGERVILLE IS,561,33,67,51,9,18,PFLUGERVILLE H,PFLUGERVILLE IS,533,29,71,54,11
1803,227904003,17,JOHN B CONNALLY,PFLUGERVILLE IS,644,49,51,34,3,18,JOHN B CONNALLY,PFLUGERVILLE IS,598,50,50,37,4
1804,227904004,17,HENDRICKSON H S,PFLUGERVILLE IS,1031,27,73,59,11,18,HENDRICKSON H S,PFLUGERVILLE IS,609,23,78,67,15
1805,227905001,17,TEXAS SCHOOL FO,TEXAS SCH FOR T,14,77,23,8,0,18,TEXAS SCHOOL FO,TEXAS SCH FOR T,9,75,25,25,0
1806,227906001,17,TEXAS SCHOOL FO,TEXAS SCH FOR T,102,85,15,7,0,18,TEXAS SCHOOL FO,TEXAS SCH FOR T,100,90,10,6,0
1807,227907001,17,MANOR H S,MANOR ISD,700,59,41,25,2,18,MANOR H S,MANOR ISD,611,52,48,32,3
1808,227907002,17,MANOR EXCEL ACA,MANOR ISD,17,88,13,0,0,18,MANOR EXCEL ACA,MANOR ISD,49,83,18,5,0
1809,227907004,17,MANOR NEW TECHN,MANOR ISD,114,26,74,64,10,18,MANOR NEW TECHN,MANOR ISD,130,15,85,68,10
1810,227909001,17,WESTLAKE H S,EANES ISD,702,4,96,92,42,18,WESTLAKE H S,EANES ISD,711,4,96,91,35
1811,227910001,17,DEL VALLE H S,DEL VALLE ISD,1126,57,43,28,2,18,DEL VALLE H S,DEL VALLE ISD,1008,47,53,34,3
1812,227910002,17,DEL VALLE OPPOR,DEL VALLE ISD,79,88,12,3,0,18,DEL VALLE OPPOR,DEL VALLE ISD,95,95,5,4,0
1813,227912001,17,LAGO VISTA H S,LAGO VISTA ISD,115,26,74,58,7,18,LAGO VISTA H S,LAGO VISTA ISD,108,18,82,72,13
1814,227913001,17,LAKE TRAVIS H S,LAKE TRAVIS ISD,778,10,90,80,23,18,LAKE TRAVIS H S,LAKE TRAVIS ISD,790,10,90,81,24
1815,228901001,17,GROVETON J H-H,GROVETON ISD,57,35,65,44,4,18,GROVETON J H-H,GROVETON ISD,57,40,60,47,4
1816,228903001,17,TRINITY H S,TRINITY ISD,142,58,42,19,0,18,TRINITY H S,TRINITY ISD,122,51,49,31,1
1817,228904001,17,CENTERVILLE H S,CENTERVILLE ISD,6,17,83,50,0,18,CENTERVILLE H S,CENTERVILLE ISD,4,,,,
1818,228905001,17,APPLE SPRINGS H,APPLE SPRINGS I,19,39,61,39,11,18,APPLE SPRINGS H,APPLE SPRINGS I,21,40,60,45,0
1819,229901001,17,COLMESNEIL JH/H,COLMESNEIL ISD,34,26,74,65,9,18,COLMESNEIL JH/H,COLMESNEIL ISD,38,34,66,53,0
1820,229903001,17,WOODVILLE H S,WOODVILLE ISD,110,35,65,48,3,18,WOODVILLE H S,WOODVILLE ISD,98,29,71,61,8
1821,229904001,17,WARREN H S,WARREN ISD,99,36,64,43,4,18,WARREN H S,WARREN ISD,89,35,65,35,1
1822,229905001,17,SPURGER H S,SPURGER ISD,30,40,60,40,0,18,SPURGER H S,SPURGER ISD,34,29,71,50,3
1823,229906001,17,CHESTER H S,CHESTER ISD,13,23,77,54,0,18,CHESTER H S,CHESTER ISD,15,33,67,40,0
1824,230901001,17,BIG SANDY H S,BIG SANDY ISD,73,33,67,49,4,18,BIG SANDY H S,BIG SANDY ISD,69,29,71,57,6
1825,230902002,17,GILMER H S,GILMER ISD,212,40,60,40,8,18,GILMER H S,GILMER ISD,202,30,71,50,8
1826,230903001,17,ORE CITY H S,ORE CITY ISD,73,21,79,64,4,18,ORE CITY H S,ORE CITY ISD,73,12,88,75,9
1827,230904001,17,UNION HILL H S,UNION HILL ISD,28,25,75,43,7,18,UNION HILL H S,UNION HILL ISD,25,33,67,58,13
1828,230905001,17,HARMONY H S,HARMONY ISD,90,28,72,54,9,18,HARMONY H S,HARMONY ISD,77,13,87,73,21
1829,230906001,17,NEW DIANA H S,NEW DIANA ISD,95,28,72,46,3,18,NEW DIANA H S,NEW DIANA ISD,103,27,73,53,4
1830,230908001,17,UNION GROVE H S,UNION GROVE ISD,55,35,65,42,2,18,UNION GROVE H S,UNION GROVE ISD,48,13,88,73,6
1831,231901001,17,MCCAMEY H S,MCCAMEY ISD,60,62,38,27,2,18,MCCAMEY H S,MCCAMEY ISD,52,48,52,33,0
1832,231902001,17,RANKIN H S,RANKIN ISD,16,25,75,50,6,18,RANKIN H S,RANKIN ISD,19,21,79,47,11
1833,232901001,17,KNIPPA SCHOOL,KNIPPA ISD,25,8,92,88,28,18,KNIPPA SCHOOL,KNIPPA ISD,26,12,88,77,15
1834,232902001,17,SABINAL H S,SABINAL ISD,57,57,43,27,2,18,SABINAL H S,SABINAL ISD,45,47,53,42,7
1835,232903001,17,UVALDE H S,UVALDE CISD,522,58,42,23,2,18,UVALDE H S,UVALDE CISD,413,49,51,33,2
1836,232904001,17,UTOPIA SCHOOL,UTOPIA ISD,24,26,74,57,4,18,UTOPIA SCHOOL,UTOPIA ISD,30,23,77,50,7
1837,233901001,17,DEL RIO H S,SAN FELIPE-DEL,856,54,46,28,1,18,DEL RIO H S,SAN FELIPE-DEL,808,34,66,47,3
1838,233901004,17,BLENDED ACADEMY,SAN FELIPE-DEL,90,82,18,3,0,18,BLENDED ACADEMY,SAN FELIPE-DEL,21,76,24,6,0
1839,233903001,17,COMSTOCK SCHOOL,COMSTOCK ISD,12,0,100,92,58,18,COMSTOCK SCHOOL,COMSTOCK ISD,5,0,100,100,0
1840,234801001,17,RANCH ACADEMY,RANCH ACADEMY,28,68,32,18,0,18,RANCH ACADEMY,RANCH ACADEMY,27,59,41,26,4
1841,234902001,17,CANTON H S,CANTON ISD,182,26,74,67,15,18,CANTON H S,CANTON ISD,174,21,79,69,18
1842,234903001,17,EDGEWOOD H S,EDGEWOOD ISD,97,46,54,44,9,18,EDGEWOOD H S,EDGEWOOD ISD,88,28,72,52,6
1843,234904001,17,GRAND SALINE H,GRAND SALINE IS,97,41,59,45,3,18,GRAND SALINE H,GRAND SALINE IS,92,35,65,47,5
1844,234905001,17,MARTINS MILL H,MARTINS MILL IS,42,10,90,83,17,18,MARTINS MILL H,MARTINS MILL IS,35,11,89,80,3
1845,234906001,17,VAN H S,VAN ISD,252,39,61,43,6,18,VAN H S,VAN ISD,237,33,67,55,10
1846,234907002,17,WILLS POINT H S,WILLS POINT ISD,230,45,55,32,1,18,WILLS POINT H S,WILLS POINT ISD,207,38,62,43,3
1847,234909001,17,FRUITVALE H S,FRUITVALE ISD,28,43,57,46,4,18,FRUITVALE H S,FRUITVALE ISD,25,32,68,36,8
1848,235901001,17,BLOOMINGTON H S,BLOOMINGTON ISD,87,56,44,24,0,18,BLOOMINGTON H S,BLOOMINGTON ISD,65,49,51,34,2
1849,235902006,17,LIBERTY ACADEMY,VICTORIA ISD,43,57,43,26,5,18,LIBERTY ACADEMY,VICTORIA ISD,90,74,26,16,2
1850,235902008,17,VICTORIA REGION,VICTORIA ISD,27,65,35,12,0,18,VICTORIA REGION,VICTORIA ISD,16,27,73,53,0
1851,235902013,17,VICTORIA EAST H,VICTORIA ISD,681,51,49,31,3,18,VICTORIA EAST H,VICTORIA ISD,608,47,53,35,3
1852,235902014,17,VICTORIA WEST H,VICTORIA ISD,662,52,48,30,2,18,VICTORIA WEST H,VICTORIA ISD,548,45,55,36,3
1853,236801001,17,THOMAS BUZBEE V,RAVEN SCHOOL,38,79,21,3,0,18,THOMAS BUZBEE V,RAVEN SCHOOL,35,86,14,14,0
1854,236901002,17,NEW WAVERLY H S,NEW WAVERLY ISD,83,28,72,48,5,18,NEW WAVERLY H S,NEW WAVERLY ISD,78,17,83,64,8
1855,236902002,17,HUNTSVILLE H S,HUNTSVILLE ISD,718,59,41,24,2,18,HUNTSVILLE H S,HUNTSVILLE ISD,617,54,46,32,4
1856,236902008,17,TEXAS ONLINE PR,HUNTSVILLE ISD,123,7,93,75,13,18,TEXAS ONLINE PR,HUNTSVILLE ISD,250,17,83,67,8
1857,237902001,17,HEMPSTEAD H S,HEMPSTEAD ISD,161,64,36,19,1,18,HEMPSTEAD H S,HEMPSTEAD ISD,133,45,55,36,3
1858,237904002,17,WALLER H S,WALLER ISD,632,41,59,37,4,18,WALLER H S,WALLER ISD,641,38,62,45,5
1859,237905002,17,ROYAL H S,ROYAL ISD,265,67,33,20,0,18,ROYAL H S,ROYAL ISD,228,57,43,26,0
1860,238902001,17,MONAHANS H S,MONAHANS-WICKET,234,60,40,24,1,18,MONAHANS H S,MONAHANS-WICKET,214,57,43,30,1
1861,238902002,17,MONAHANS ED CTR,MONAHANS-WICKET,3,,,,,18,MONAHANS ED CTR,MONAHANS-WICKET,4,,,,
1862,238904001,17,GRANDFALLS-ROYA,GRANDFALLS-ROYA,15,33,67,40,0,18,GRANDFALLS-ROYA,GRANDFALLS-ROYA,16,25,75,31,0
1863,239901001,17,BRENHAM H S,BRENHAM ISD,455,47,53,35,4,18,BRENHAM H S,BRENHAM ISD,436,40,60,40,6
1864,239903001,17,BURTON H S,BURTON ISD,32,34,66,56,6,18,BURTON H S,BURTON ISD,35,31,69,49,17
1865,240801001,17,GATEWAY ACADEMY,GATEWAY ACADEMY,107,88,12,5,0,18,GATEWAY ACADEMY,GATEWAY ACADEMY,96,87,13,9,0
