Sample_#,CAMPUS,YEAR_x,CNAME_x,DNAME_x,e1_all_docs_n,e1_all_unsatgl_rm,e1_all_approgl_rm,e1_all_meetsgl_rm,e1_all_mastrgl_rm,YEAR_y,CNAME_y,DNAME_y,e2_all_docs_n,e2_all_unsatgl_rm,e2_all_approgl_rm,e2_all_meetsgl_rm,e2_all_mastrgl_rm
188,19908001,17,LIBERTY-EYLAU H,LIBERTY-EYLAU I,217,55,45,29,1,18,LIBERTY-EYLAU H,LIBERTY-EYLAU I,204,52,48,34,1
189,19909001,17,JAMES BOWIE H S,SIMMS ISD,39,54,46,28,3,18,JAMES BOWIE H S,SIMMS ISD,38,29,71,47,5
190,19912001,17,PLEASANT GROVE,PLEASANT GROVE,165,15,85,64,9,18,PLEASANT GROVE,PLEASANT GROVE,158,17,83,68,9
191,20901001,17,ALVIN H S,ALVIN ISD,865,46,54,36,4,18,ALVIN H S,ALVIN ISD,811,41,59,42,3
192,20901002,17,MANVEL H S,ALVIN ISD,557,46,54,34,4,18,MANVEL H S,ALVIN ISD,512,37,63,42,4
193,20901005,17,ASSETS,ALVIN ISD,81,76,24,8,1,18,ASSETS,ALVIN ISD,70,64,36,19,2
194,20901006,17,SHADOW CREEK H,ALVIN ISD,659,30,70,51,12,18,SHADOW CREEK H,ALVIN ISD,669,27,73,58,11
195,20902001,17,ANGLETON H S,ANGLETON ISD,532,40,60,39,3,18,ANGLETON H S,ANGLETON ISD,583,29,71,54,7
196,20902004,17,BRAZORIA CO JUV,ANGLETON ISD,19,84,16,5,0,18,BRAZORIA CO JUV,ANGLETON ISD,10,70,30,20,0
197,20902044,17,ANGLETON J H SC,ANGLETON ISD,65,3,97,95,17,18,ANGLETON J H SC,ANGLETON ISD,5,0,100,100,20
198,20904001,17,DANBURY H S,DANBURY ISD,83,29,71,55,6,18,DANBURY H S,DANBURY ISD,78,24,76,51,1
199,20905001,17,BRAZOSPORT H S,BRAZOSPORT ISD,411,62,38,22,2,18,BRAZOSPORT H S,BRAZOSPORT ISD,356,49,51,31,2
200,20905002,17,BRAZOSWOOD H S,BRAZOSPORT ISD,825,40,60,39,6,18,BRAZOSWOOD H S,BRAZOSPORT ISD,742,35,65,50,8
201,20905004,17,LIGHTHOUSE LEAR,BRAZOSPORT ISD,3,,,,,18,LIGHTHOUSE LEAR,BRAZOSPORT ISD,5,100,0,0,0
202,20905006,17,LIGHTHOUSE LEAR,BRAZOSPORT ISD,101,92,8,3,0,18,B-SUCCESS ACADE,BRAZOSPORT ISD,107,79,21,7,0
203,20906002,17,SWEENY H S,SWEENY ISD,178,36,64,42,8,18,SWEENY H S,SWEENY ISD,173,29,71,51,8
204,20907001,17,COLUMBIA H S,COLUMBIA-BRAZOR,304,43,57,42,3,18,COLUMBIA H S,COLUMBIA-BRAZOR,261,31,69,56,10
205,20908001,17,PEARLAND H S,PEARLAND ISD,885,29,71,58,12,18,PEARLAND H S,PEARLAND ISD,831,23,77,63,12
206,20908004,17,PACE CENTER,PEARLAND ISD,8,57,43,14,0,18,PACE CENTER,PEARLAND ISD,34,62,38,18,0
207,20908007,17,GLENDA DAWSON H,PEARLAND ISD,730,17,83,72,29,18,GLENDA DAWSON H,PEARLAND ISD,720,16,84,76,28
208,20908009,17,ROBERT TURNER C,PEARLAND ISD,350,23,77,66,19,18,ROBERT TURNER C,PEARLAND ISD,349,21,79,66,16
209,20910001,17,DAMON H S,DAMON ISD,10,40,60,50,0,18,DAMON H S,DAMON ISD,8,38,63,63,13
210,21901001,17,A & M CONS H S,COLLEGE STATION,498,32,68,54,18,18,A & M CONS H S,COLLEGE STATION,462,27,73,60,18
211,21901003,17,COLLEGE STATION,COLLEGE STATION,519,19,81,67,19,18,COLLEGE STATION,COLLEGE STATION,516,19,81,69,15
212,21901004,17,COLLEGE VIEW H,COLLEGE STATION,20,58,42,42,11,18,COLLEGE VIEW H,COLLEGE STATION,19,26,74,58,0
213,21901015,17,COLLEGE STATION,COLLEGE STATION,1,,,,,18,COLLEGE STATION,COLLEGE STATION,1,,,,
214,21902001,17,TRAVIS B BRYAN,BRYAN ISD,854,53,47,32,5,18,TRAVIS B BRYAN,BRYAN ISD,767,42,58,41,6
215,21902002,17,JAMES EARL RUDD,BRYAN ISD,681,62,38,18,1,18,JAMES EARL RUDD,BRYAN ISD,600,55,45,25,1
216,21902003,17,BRYAN COLLEGIAT,BRYAN ISD,144,13,88,70,12,18,BRYAN COLLEGIAT,BRYAN ISD,116,3,97,80,6
217,21902014,17,BRAZOS CO JUVEN,BRYAN ISD,12,92,8,0,0,18,BRAZOS CO JUVEN,BRYAN ISD,5,100,0,0,0
218,21902017,17,THE MARY CATHER,BRYAN ISD,71,95,5,3,0,18,THE MARY CATHER,BRYAN ISD,85,85,15,4,0
219,22004001,17,BIG BEND H S,TERLINGUA CSD,14,71,29,14,7,18,BIG BEND H S,TERLINGUA CSD,13,46,54,31,15
220,22901001,17,ALPINE H S,ALPINE ISD,77,28,72,59,9,18,ALPINE H S,ALPINE ISD,61,10,90,80,11
221,22902001,17,MARATHON INDEPE,MARATHON ISD,4,,,,,18,MARATHON INDEPE,MARATHON ISD,4,,,,
222,23902001,17,SILVERTON SCHOO,SILVERTON ISD,8,0,100,88,0,18,SILVERTON SCHOO,SILVERTON ISD,19,41,59,53,12
223,24901001,17,FALFURRIAS H S,BROOKS COUNTY I,154,57,43,24,1,18,FALFURRIAS H S,BROOKS COUNTY I,127,49,51,37,5
224,25901001,17,BANGS H S,BANGS ISD,103,34,66,47,6,18,BANGS H S,BANGS ISD,94,30,70,57,9
225,25902001,17,BROWNWOOD H S,BROWNWOOD ISD,294,37,63,45,7,18,BROWNWOOD H S,BROWNWOOD ISD,276,31,69,49,5
226,25902003,17,BROWNWOOD ACCEL,BROWNWOOD ISD,1,,,,,18,BROWNWOOD ACCEL,BROWNWOOD ISD,1,,,,
227,25904001,17,BLANKET SCHOOL,BLANKET ISD,14,29,71,64,0,18,BLANKET SCHOOL,BLANKET ISD,13,8,92,92,0
228,25905001,17,MAY H S,MAY ISD,18,44,56,50,6,18,MAY H S,MAY ISD,17,41,59,41,6
229,25906001,17,ZEPHYR SCHOOL,ZEPHYR ISD,11,0,100,64,9,18,ZEPHYR SCHOOL,ZEPHYR ISD,18,17,83,61,0
230,25908001,17,BROOKESMITH SCH,BROOKESMITH ISD,14,29,71,50,7,18,BROOKESMITH SCH,BROOKESMITH ISD,15,33,67,60,0
231,25909001,17,EARLY H S,EARLY ISD,97,19,81,60,14,18,EARLY H S,EARLY ISD,91,20,80,58,11
232,26901001,17,CALDWELL H S,CALDWELL ISD,142,29,71,54,7,18,CALDWELL H S,CALDWELL ISD,132,20,80,60,12
233,26902001,17,SOMERVILLE H S,SOMERVILLE ISD,28,59,41,33,0,18,SOMERVILLE H S,SOMERVILLE ISD,32,66,34,25,0
234,26903002,17,SNOOK SECONDARY,SNOOK ISD,40,60,40,28,5,18,SNOOK SECONDARY,SNOOK ISD,40,54,46,28,3
235,27903001,17,BURNET H S,BURNET CISD,345,49,51,30,5,18,BURNET H S,BURNET CISD,266,32,68,52,6
236,27903003,17,QUEST H S,BURNET CISD,12,33,67,8,0,18,QUEST H S,BURNET CISD,23,86,14,5,0
237,27904001,17,MARBLE FALLS H,MARBLE FALLS IS,412,39,61,44,7,18,MARBLE FALLS H,MARBLE FALLS IS,378,36,64,46,5
238,27904002,17,FALLS CAREER H,MARBLE FALLS IS,5,60,40,40,0,18,FALLS CAREER H,MARBLE FALLS IS,10,100,0,0,0
239,28902001,17,LOCKHART H S,LOCKHART ISD,543,54,46,31,4,18,LOCKHART H S,LOCKHART ISD,511,43,57,42,6
240,28902038,17,LOCKHART PRIDE,LOCKHART ISD,5,80,20,0,0,18,LOCKHART PRIDE,LOCKHART ISD,15,50,50,14,0
241,28903001,17,LULING H S,LULING ISD,142,58,42,28,1,18,LULING H S,LULING ISD,120,45,55,39,3
242,28906001,17,PRAIRIE LEA SCH,PRAIRIE LEA ISD,23,62,38,24,10,18,PRAIRIE LEA SCH,PRAIRIE LEA ISD,20,55,45,40,10
243,29901001,17,CALHOUN H S,CALHOUN COUNTY,409,45,55,38,5,18,CALHOUN H S,CALHOUN COUNTY,378,38,62,47,8
244,29901003,17,HOPE H S,CALHOUN COUNTY,3,,,,,18,HOPE H S,CALHOUN COUNTY,7,71,29,14,0
245,30901001,17,CROSS PLAINS H,CROSS PLAINS IS,23,45,55,41,0,18,CROSS PLAINS H,CROSS PLAINS IS,20,20,80,60,10
246,30902001,17,CLYDE H S,CLYDE CISD,129,34,66,43,5,18,CLYDE H S,CLYDE CISD,118,33,67,56,9
247,30903001,17,BAIRD H S,BAIRD ISD,31,39,61,45,0,18,BAIRD H S,BAIRD ISD,27,33,67,52,0
248,30906001,17,EULA H S,EULA ISD,31,26,74,55,0,18,EULA H S,EULA ISD,32,31,69,47,0
249,31901001,17,HANNA EARLY COL,BROWNSVILLE ISD,833,36,64,47,8,18,HANNA EARLY COL,BROWNSVILLE ISD,775,29,71,56,9
250,31901002,17,PORTER EARLY CO,BROWNSVILLE ISD,720,57,43,28,2,18,PORTER EARLY CO,BROWNSVILLE ISD,716,50,50,33,4
251,31901003,17,PACE EARLY COLL,BROWNSVILLE ISD,643,44,56,37,5,18,PACE EARLY COLL,BROWNSVILLE ISD,618,37,63,48,5
252,31901004,17,RIVERA EARLY CO,BROWNSVILLE ISD,845,52,48,29,3,18,RIVERA EARLY CO,BROWNSVILLE ISD,753,47,53,37,3
253,31901006,17,BROWNSVILLE LEA,BROWNSVILLE ISD,142,90,10,2,0,18,BROWNSVILLE LEA,BROWNSVILLE ISD,58,74,26,7,0
254,31901007,17,LOPEZ EARLY COL,BROWNSVILLE ISD,733,49,51,34,2,18,LOPEZ EARLY COL,BROWNSVILLE ISD,615,37,63,45,4
255,31901008,17,BROWNSVILLE EAR,BROWNSVILLE ISD,100,3,97,92,19,18,BROWNSVILLE EAR,BROWNSVILLE ISD,98,1,99,94,14
256,31901009,17,VETERANS MEMORI,BROWNSVILLE ISD,547,28,72,57,8,18,VETERANS MEMORI,BROWNSVILLE ISD,547,22,78,64,10
257,31901127,17,LINCOLN PARK SC,BROWNSVILLE ISD,35,71,29,6,0,18,LINCOLN PARK SC,BROWNSVILLE ISD,40,63,38,13,0
258,31903001,17,HARLINGEN H S,HARLINGEN CISD,221,82,18,3,0,18,HARLINGEN H S,HARLINGEN CISD,679,41,59,41,3
259,31903002,17,HARLINGEN H S -,HARLINGEN CISD,136,80,20,2,0,18,HARLINGEN H S -,HARLINGEN CISD,599,29,71,53,8
260,31903003,17,KEYS ACAD,HARLINGEN CISD,60,86,14,6,0,18,KEYS ACAD,HARLINGEN CISD,56,71,29,10,0
261,31903005,17,EARLY COLLEGE H,HARLINGEN CISD,80,3,97,86,5,18,EARLY COLLEGE H,HARLINGEN CISD,99,4,96,86,10
262,31903007,17,DR ABRAHAM P CA,HARLINGEN CISD,1152,34,66,45,4,18,DR ABRAHAM P CA,HARLINGEN CISD,1,,,,
263,31903008,17,HARLINGEN SCHOO,HARLINGEN CISD,101,5,95,84,10,18,HARLINGEN SCHOO,HARLINGEN CISD,80,3,98,91,18
264,31903204,17,EDNA TAMAYO HOU,HARLINGEN CISD,10,88,13,0,0,18,EDNA TAMAYO HOU,HARLINGEN CISD,4,,,,
265,31905001,17,LA FERIA H S,LA FERIA ISD,352,46,54,35,4,18,LA FERIA H S,LA FERIA ISD,316,34,66,51,7
266,31905002,17,LA FERIA ACADEM,LA FERIA ISD,8,100,0,0,0,18,LA FERIA ACADEM,LA FERIA ISD,16,75,25,6,0
267,31906001,17,LOS FRESNOS H S,LOS FRESNOS CIS,53,81,19,2,0,18,LOS FRESNOS H S,LOS FRESNOS CIS,129,79,21,3,1
268,31906002,17,LOS FRESNOS UNI,LOS FRESNOS CIS,865,32,68,51,6,18,LOS FRESNOS UNI,LOS FRESNOS CIS,511,18,82,70,18
269,31906003,17,AMI KIDS RIO GR,LOS FRESNOS CIS,8,88,13,13,0,18,AMI KIDS RIO GR,LOS FRESNOS CIS,5,40,60,0,0
270,31909001,17,PORT ISABEL H S,POINT ISABEL IS,144,82,18,2,0,18,PORT ISABEL H S,POINT ISABEL IS,216,42,58,41,7
271,31911001,17,RIO HONDO H S,RIO HONDO ISD,216,50,50,33,2,18,RIO HONDO H S,RIO HONDO ISD,190,41,59,39,5
272,31912001,17,SAN BENITO H S,SAN BENITO CISD,330,85,15,3,0,18,SAN BENITO H S,SAN BENITO CISD,731,49,51,33,2
273,31912004,17,POSITIVE REDIRE,SAN BENITO CISD,5,,,,,18,POSITIVE REDIRE,SAN BENITO CISD,2,,,,
274,31912005,17,AMADOR R RODRIG,SAN BENITO CISD,10,60,40,10,0,18,AMADOR R RODRIG,SAN BENITO CISD,3,,,,
275,31912008,17,RGV YOUTH RECOV,SAN BENITO CISD,8,63,38,13,0,18,RGV YOUTH RECOV,SAN BENITO CISD,3,,,,
276,31912009,17,GATEWAY TO GRAD,SAN BENITO CISD,22,84,16,11,0,18,GATEWAY TO GRAD,SAN BENITO CISD,48,91,9,2,0
277,31912201,17,HESTER JUVENILE,SAN BENITO CISD,21,79,21,11,0,18,HESTER JUVENILE,SAN BENITO CISD,7,67,33,17,0
278,31913001,17,SANTA MARIA H S,SANTA MARIA ISD,59,63,37,14,0,18,SANTA MARIA H S,SANTA MARIA ISD,80,53,47,28,0
279,31913007,17,SANTA MARIA ACA,SANTA MARIA ISD,13,100,0,0,0,18,SANTA MARIA ACA,SANTA MARIA ISD,12,92,8,8,0
280,31914001,17,SANTA ROSA H S,SANTA ROSA ISD,94,46,54,40,6,18,SANTA ROSA H S,SANTA ROSA ISD,92,34,66,46,6
281,31916001,17,SOUTH TEXAS BUS,SOUTH TEXAS ISD,137,23,77,60,12,18,SOUTH TEXAS BUS,SOUTH TEXAS ISD,167,15,85,74,10
282,31916003,17,SOUTH TEXAS ACA,SOUTH TEXAS ISD,269,26,74,51,7,18,SOUTH TEXAS ACA,SOUTH TEXAS ISD,267,19,81,64,10
283,31916004,17,SOUTH TEXAS H S,SOUTH TEXAS ISD,168,11,89,73,8,18,SOUTH TEXAS H S,SOUTH TEXAS ISD,234,8,92,88,27
284,31916005,17,THE SCIENCE ACA,SOUTH TEXAS ISD,147,6,94,88,26,18,THE SCIENCE ACA,SOUTH TEXAS ISD,211,4,96,92,33
285,32902002,17,PITTSBURG H S,PITTSBURG ISD,201,28,72,57,8,18,PITTSBURG H S,PITTSBURG ISD,174,16,84,67,10
286,33901001,17,GROOM SCHOOL,GROOM ISD,4,,,,,18,GROOM SCHOOL,GROOM ISD,4,,,,
287,33902001,17,PANHANDLE H S,PANHANDLE ISD,57,14,86,68,9,18,PANHANDLE H S,PANHANDLE ISD,56,18,82,71,7
288,33904001,17,WHITE DEER H S,WHITE DEER ISD,23,39,61,43,0,18,WHITE DEER H S,WHITE DEER ISD,20,25,75,55,0
289,34901001,17,ATLANTA H S,ATLANTA ISD,161,43,57,40,4,18,ATLANTA H S,ATLANTA ISD,147,31,69,54,12
290,34902001,17,AVINGER SCHOOL,AVINGER ISD,11,18,82,55,0,18,AVINGER SCHOOL,AVINGER ISD,15,20,80,67,0
291,34903001,17,HUGHES SPRINGS,HUGHES SPRINGS,94,23,77,51,2,18,HUGHES SPRINGS,HUGHES SPRINGS,86,21,79,55,8
292,34905002,17,LINDEN-KILDARE,LINDEN-KILDARE,93,30,70,56,9,18,LINDEN-KILDARE,LINDEN-KILDARE,78,14,86,71,9
293,34906001,17,MCLEOD H S,MCLEOD ISD,34,41,59,38,3,18,MCLEOD H S,MCLEOD ISD,34,26,74,47,3
294,34907001,17,QUEEN CITY H S,QUEEN CITY ISD,85,31,69,51,4,18,QUEEN CITY H S,QUEEN CITY ISD,81,19,81,64,5
295,34909001,17,BLOOMBURG H S,BLOOMBURG ISD,22,41,59,50,0,18,BLOOMBURG H S,BLOOMBURG ISD,18,22,78,56,0
296,35901001,17,DIMMITT H S,DIMMITT ISD,108,56,44,26,1,18,DIMMITT H S,DIMMITT ISD,99,40,60,31,3
297,35902001,17,HART ISD,HART ISD,17,71,29,18,0,18,HART ISD,HART ISD,21,71,29,14,0
298,35903001,17,NAZARETH SCHOOL,NAZARETH ISD,14,14,86,79,36,18,NAZARETH SCHOOL,NAZARETH ISD,14,14,86,86,43
299,36901001,17,ANAHUAC H S,ANAHUAC ISD,106,44,56,36,1,18,ANAHUAC H S,ANAHUAC ISD,97,26,74,49,3
300,36902001,17,BARBERS HILL H,BARBERS HILL IS,381,15,85,73,15,18,BARBERS HILL H,BARBERS HILL IS,383,12,88,75,15
301,36903001,17,EAST CHAMBERS H,EAST CHAMBERS I,144,36,64,41,6,18,EAST CHAMBERS H,EAST CHAMBERS I,134,29,71,54,5
302,37901001,17,ALTO H S,ALTO ISD,62,55,45,29,3,18,ALTO H S,ALTO ISD,60,48,52,34,2
303,37904002,17,JACKSONVILLE H,JACKSONVILLE IS,471,45,55,36,3,18,JACKSONVILLE H,JACKSONVILLE IS,425,39,61,46,3
304,37907002,17,RUSK H S,RUSK ISD,198,40,60,45,5,18,RUSK H S,RUSK ISD,181,34,66,52,9
305,37908001,17,NEW SUMMERFIELD,NEW SUMMERFIELD,43,44,56,37,2,18,NEW SUMMERFIELD,NEW SUMMERFIELD,52,46,54,38,8
306,37909001,17,WELLS H S,WELLS ISD,23,48,52,43,0,18,WELLS H S,WELLS ISD,19,42,58,42,5
307,38901001,17,CHILDRESS H S,CHILDRESS ISD,105,32,68,49,9,18,CHILDRESS H S,CHILDRESS ISD,98,30,70,55,10
308,39902001,17,HENRIETTA H S,HENRIETTA ISD,79,33,67,49,5,18,HENRIETTA H S,HENRIETTA ISD,71,29,71,57,9
309,39903001,17,PETROLIA JUNIOR,PETROLIA CISD,43,30,70,40,0,18,PETROLIA JUNIOR,PETROLIA CISD,43,16,84,74,12
310,39904001,17,BELLEVUE SCHOOL,BELLEVUE ISD,15,40,60,53,0,18,BELLEVUE SCHOOL,BELLEVUE ISD,13,8,92,77,0
311,39905001,17,MIDWAY SCHOOL,MIDWAY ISD,8,13,88,50,0,18,MIDWAY SCHOOL,MIDWAY ISD,11,36,64,55,0
312,40901001,17,MORTON SCHOOL,MORTON ISD,34,50,50,26,9,18,MORTON SCHOOL,MORTON ISD,27,48,52,41,4
313,40901002,17,P E P,MORTON ISD,3,,,,,18,P E P,MORTON ISD,4,,,,
314,40902001,17,WHITEFACE H S,WHITEFACE CISD,26,19,81,54,4,18,WHITEFACE SCHOO,WHITEFACE CISD,24,8,92,83,4
315,41901001,17,BRONTE ISD,BRONTE ISD,22,27,73,59,9,18,BRONTE ISD,BRONTE ISD,20,20,80,55,5
316,41902001,17,ROBERT LEE H S,ROBERT LEE ISD,22,50,50,23,0,18,ROBERT LEE H S,ROBERT LEE ISD,15,53,47,33,7
317,42901001,17,COLEMAN H S,COLEMAN ISD,60,29,71,53,7,18,COLEMAN H S,COLEMAN ISD,52,21,79,60,10
318,42903001,17,SANTA ANNA SECO,SANTA ANNA ISD,19,42,58,42,0,18,SANTA ANNA SECO,SANTA ANNA ISD,15,20,80,73,0
319,42905001,17,PANTHER CREEK S,PANTHER CREEK C,15,20,80,53,7,18,PANTHER CREEK S,PANTHER CREEK C,11,9,91,73,9
320,43801001,17,IMAGINE INTERNA,IMAGINE INTERNA,79,4,96,92,49,18,IMAGINE INTERNA,IMAGINE INTERNA,62,0,100,98,45
321,43901001,17,ALLEN H S,ALLEN ISD,89,81,19,1,0,18,ALLEN H S,ALLEN ISD,1697,10,90,82,29
322,43902001,17,ANNA H S,ANNA ISD,254,33,67,50,5,18,ANNA H S,ANNA ISD,266,40,60,42,2
323,43903001,17,CELINA H S,CELINA ISD,214,21,79,65,9,18,CELINA H S,CELINA ISD,218,16,84,69,9
324,43904001,17,FARMERSVILLE H,FARMERSVILLE IS,139,24,76,63,7,18,FARMERSVILLE H,FARMERSVILLE IS,139,19,81,72,10
325,43905001,17,FRISCO H S,FRISCO ISD,391,17,83,71,20,18,FRISCO H S,FRISCO ISD,423,19,81,69,18
326,43905002,17,CENTENNIAL H S,FRISCO ISD,509,5,95,87,34,18,CENTENNIAL H S,FRISCO ISD,519,6,94,86,30
327,43905005,17,WAKELAND H S,FRISCO ISD,594,5,95,90,27,18,WAKELAND H S,FRISCO ISD,600,5,95,90,27
328,43905006,17,LIBERTY H S,FRISCO ISD,448,9,91,83,40,18,LIBERTY H S,FRISCO ISD,431,8,92,84,32
329,43905007,17,HERITAGE H S,FRISCO ISD,562,11,89,81,32,18,HERITAGE H S,FRISCO ISD,546,9,91,81,24
330,43905008,17,LONE STAR H S,FRISCO ISD,549,12,88,76,18,18,LONE STAR H S,FRISCO ISD,577,12,88,76,19
331,43905009,17,INDEPENDENCE H,FRISCO ISD,421,11,89,83,32,18,INDEPENDENCE H,FRISCO ISD,461,11,89,80,25
332,43905010,17,REEDY H S,FRISCO ISD,410,6,94,87,30,18,REEDY H S,FRISCO ISD,422,6,94,89,29
333,43905011,17,LEBANON TRAIL H,FRISCO ISD,435,5,95,91,45,18,LEBANON TRAIL H,FRISCO ISD,453,5,95,90,42
334,43907002,17,MCKINNEY H S,MCKINNEY ISD,852,27,73,59,10,18,MCKINNEY H S,MCKINNEY ISD,841,23,77,63,12
335,43907004,17,MCKINNEY NORTH,MCKINNEY ISD,555,18,82,68,14,18,MCKINNEY NORTH,MCKINNEY ISD,543,15,85,74,17
336,43907005,17,SERENITY HIGH,MCKINNEY ISD,2,,,,,18,SERENITY HIGH,MCKINNEY ISD,3,,,,
337,43907006,17,COUNTY RESIDENT,MCKINNEY ISD,30,63,37,15,0,18,COUNTY RESIDENT,MCKINNEY ISD,40,55,45,23,0
338,43907007,17,MCKINNEY BOYD H,MCKINNEY ISD,758,13,87,78,21,18,MCKINNEY BOYD H,MCKINNEY ISD,760,14,86,76,17
339,43908001,17,MELISSA H S,MELISSA ISD,214,17,83,67,14,18,MELISSA H S,MELISSA ISD,201,14,87,81,11
340,43910001,17,PLANO SR H S,PLANO ISD,21,90,10,10,0,18,PLANO SR H S,PLANO ISD,101,80,20,7,0
341,43910003,17,WILLIAMS H S,PLANO ISD,585,32,68,51,11,18,WILLIAMS H S,PLANO ISD,482,26,74,62,12
342,43910004,17,VINES H S,PLANO ISD,561,18,82,69,16,18,VINES H S,PLANO ISD,527,20,80,70,15
343,43910005,17,CLARK H S,PLANO ISD,755,21,79,64,19,18,CLARK H S,PLANO ISD,704,16,84,74,23
344,43910006,17,PLANO EAST SR H,PLANO ISD,215,20,80,78,50,18,PLANO EAST SR H,PLANO ISD,348,44,56,51,32
345,43910007,17,SHEPTON H S,PLANO ISD,795,24,76,64,18,18,SHEPTON H S,PLANO ISD,726,19,81,72,20
346,43910008,17,PLANO ISD ACADE,PLANO ISD,132,0,100,92,22,18,PLANO ISD ACADE,PLANO ISD,119,0,100,97,25
347,43910009,17,JASPER H S,PLANO ISD,740,5,95,87,41,18,JASPER H S,PLANO ISD,739,5,95,88,39
348,43910010,17,PLANO WEST SENI,PLANO ISD,21,85,15,10,0,18,PLANO WEST SENI,PLANO ISD,83,61,39,11,0
349,43910011,17,C A MCMILLEN H,PLANO ISD,618,21,79,66,17,18,C A MCMILLEN H,PLANO ISD,591,16,84,73,17
350,43911001,17,PRINCETON H S,PRINCETON ISD,379,37,63,51,9,18,PRINCETON H S,PRINCETON ISD,355,28,72,54,9
351,43912001,17,PROSPER H S,PROSPER ISD,741,11,89,80,15,18,PROSPER H S,PROSPER ISD,785,15,85,73,15
352,43914001,17,WYLIE H S,WYLIE ISD,698,19,81,70,19,18,WYLIE H S,WYLIE ISD,662,13,87,76,18
353,43914003,17,WYLIE EAST H S,WYLIE ISD,504,19,81,66,15,18,WYLIE EAST H S,WYLIE ISD,470,15,85,74,11
354,43914004,17,ACHIEVE ACADEMY,WYLIE ISD,19,68,32,11,0,18,ACHIEVE ACADEMY,WYLIE ISD,45,38,62,27,2
355,43917001,17,BLUE RIDGE H S,BLUE RIDGE ISD,53,38,62,53,4,18,BLUE RIDGE H S,BLUE RIDGE ISD,61,23,77,55,5
356,43918001,17,COMMUNITY H S,COMMUNITY ISD,189,41,59,43,4,18,COMMUNITY H S,COMMUNITY ISD,186,34,66,49,5
357,43919001,17,LOVEJOY H S,LOVEJOY ISD,396,4,96,91,31,18,LOVEJOY H S,LOVEJOY ISD,404,3,97,93,32
358,44902001,17,WELLINGTON H S,WELLINGTON ISD,41,22,78,46,5,18,WELLINGTON H S,WELLINGTON ISD,42,14,86,64,14
359,45902001,17,COLUMBUS H S,COLUMBUS ISD,135,39,61,41,8,18,COLUMBUS H S,COLUMBUS ISD,132,36,64,47,8
360,45902002,17,COLUMBUS ALTERN,COLUMBUS ISD,1,,,,,18,COLUMBUS ALTERN,COLUMBUS ISD,3,,,,
361,45902003,17,COLUMBUS ALTERN,COLUMBUS ISD,21,95,5,5,0,18,COLUMBUS ALTERN,COLUMBUS ISD,6,60,40,20,0
362,45903001,17,RICE H S,RICE CISD,106,50,50,29,6,18,RICE H S,RICE CISD,100,42,58,37,6
363,45903004,17,RICE CHALLENGE,RICE CISD,29,59,41,14,3,18,RICE CHALLENGE,RICE CISD,32,59,41,28,0
364,45905002,17,WEIMAR H S,WEIMAR ISD,46,33,67,50,4,18,WEIMAR H S,WEIMAR ISD,49,22,78,59,6
365,46802001,17,TRINITY CHARTER,TRINITY CHARTER,18,61,39,11,0,18,TRINITY CHARTER,TRINITY CHARTER,27,62,38,27,0
366,46802004,17,TRINITY CHARTER,TRINITY CHARTER,26,76,24,8,0,18,TRINITY CHARTER,TRINITY CHARTER,20,79,21,11,0
367,46802007,17,PEGASUS SCHOOL,TRINITY CHARTER,51,53,47,24,2,18,PEGASUS SCHOOL,TRINITY CHARTER,19,53,47,32,0
368,46802009,17,AZLEWAY - CHAPE,TRINITY CHARTER,10,100,0,0,0,18,AZLEWAY - CHAPE,TRINITY CHARTER,6,100,0,0,0
369,46802010,17,AZLEWAY - BIG S,TRINITY CHARTER,9,89,11,11,0,18,AZLEWAY - BIG S,TRINITY CHARTER,4,,,,
370,46802011,17,AZLEWAY - WILLO,TRINITY CHARTER,14,69,31,15,0,18,AZLEWAY - WILLO,TRINITY CHARTER,12,50,50,17,0
371,46901001,17,NEW BRAUNFELS H,NEW BRAUNFELS I,75,76,24,5,0,18,NEW BRAUNFELS H,NEW BRAUNFELS I,673,15,85,74,18
372,46901038,17,THE NBISD LEARN,NEW BRAUNFELS I,6,83,17,17,0,18,THE NBISD LEARN,NEW BRAUNFELS I,11,73,27,0,0
373,46902001,17,CANYON H S,COMAL ISD,785,33,67,51,7,18,CANYON H S,COMAL ISD,741,27,73,58,8
374,46902002,17,SMITHSON VALLEY,COMAL ISD,695,14,86,75,21,18,SMITHSON VALLEY,COMAL ISD,697,12,88,79,18
375,46902003,17,CANYON LAKE H S,COMAL ISD,291,34,66,47,9,18,CANYON LAKE H S,COMAL ISD,281,31,69,54,8
376,46902007,17,MEMORIAL EARLY,COMAL ISD,97,1,99,92,25,18,MEMORIAL EARLY,COMAL ISD,87,0,100,97,31
377,46902201,17,COMAL ACADEMY,COMAL ISD,2,,,,,18,COMAL ACADEMY,COMAL ISD,13,85,15,8,0
378,47901001,17,COMANCHE H S,COMANCHE ISD,98,37,63,39,4,18,COMANCHE H S,COMANCHE ISD,87,33,67,47,2
379,47902001,17,DE LEON H S,DE LEON ISD,55,36,64,45,4,18,DE LEON H S,DE LEON ISD,49,35,65,45,2
380,47903001,17,GUSTINE SCHOOL,GUSTINE ISD,16,19,81,69,6,18,GUSTINE SCHOOL,GUSTINE ISD,14,21,79,79,7
