FID,SDLEA10,NAME,NAME2,E1E2_STAAR,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR,Shape_area,Shape_len,Shape__Area,Shape__Length
11,36660,Red Oak ISD,Red Oak,-5,70911,070-911,70911,4836660,7,95485784.19,61217.60641,135171118.7,72792.93442
319,36750,Redwater ISD,Redwater,-5,19906,019-906,19906,4836750,5,233561115.9,119675.1239,336598418.2,143706.4
555,36780,Refugio ISD,Refugio,-5,196903,196-903,196903,4836780,7,1049385231,268541.4031,1363071724,306158.4199
23,36930,Ricardo ISD,Ricardo,-5,137902,137-902,137902,4836930,2,208001920.1,72905.20159,265020261.4,82262.36848
762,36970,Rice Cons ISD,Rice Cons,0,45903,045-903,45903,4836970,3,1075542435,250043.0054,1429818959,288397.4252
192,36960,Rice ISD,Rice,-5,175911,175-911,175911,4836960,2,164095048.8,69355.94884,230902442.9,82222.66965
373,36990,Richards ISD,Richards,-5,93905,093-905,93905,4836990,2,318405925.9,140330.49,432631525,163555.367
621,37020,Richardson ISD,Richardson,0,57916,057-916,57916,4837020,4,119322878.1,62431.43565,170436025.9,74596.57447
577,37080,Richland Springs ISD,Richland Springs,-5,206902,206-902,206902,4837080,2,894295416.3,181029.9735,1233172827,212738.49
454,37110,Riesel ISD,Riesel,-5,161912,161-912,161912,4837110,4,151596736.1,79558.75057,209980540,93589.85544
919,37140,Rio Grande City Cons ISD,Rio Grande City Cons,1,214901,214-901,214901,4837140,2,1252170344,188325.4651,1564691191,210599.4415
480,37170,Rio Hondo ISD,Rio Hondo,-5,31911,031-911,31911,4837170,4,217768139,74251.0228,271026655.2,82858.57149
853,37200,Rio Vista ISD,Rio Vista,-5,126907,126-907,126907,4837200,6,201102225.2,122437.245,283007808.4,145229.9623
104,37230,Rising Star ISD,Rising Star,-5,67908,067-908,67908,4837230,1,325872912.8,126297.3733,457721182.4,149625.276
491,37260,River Road ISD,River Road,-5,188902,188-902,188902,4837260,1,408797049.2,107764.2063,615709865.3,132377.988
984,42120,Rivercrest ISD,Rivercrest,-5,194903,194-903,194903,4842120,4,609079372.7,176429.4225,879027394.6,211986.3196
22,37320,Riviera ISD,Riviera,-5,137903,137-903,137903,4837320,7,1854708432,242112.6697,2362991121,273029.9738
133,37380,Robert Lee ISD,Robert Lee,-5,41902,041-902,41902,4837380,5,1234975482,205835.374,1726598488,243285.0221
453,37410,Robinson ISD,Robinson,-5,161922,161-922,161922,4837410,6,179116299.3,94753.41462,247835528.7,111425.9325
360,37440,Robstown ISD,Robstown,0,178909,178-909,178909,4837440,5,210229760.4,65767.13728,269735545.6,74511.10925
49,37470,Roby Cons ISD,Roby Cons,-5,76903,076-903,76903,4837470,6,850546842.7,297960.05,1209025930,355283.7678
185,37500,Rochelle ISD,Rochelle,-5,160904,160-904,160904,4837500,6,828115923.3,161906.1504,1142377151,190251.4799
306,37590,Rockdale ISD,Rockdale,-5,166904,166-904,166904,4837590,5,539622965.2,258533.8181,735045964.6,301730.1884
875,3,Rocksprings ISD,Rocksprings,-5,69901,069-901,69901,4800003,3,4194399560,368146.0561,5637756550,426616.8623
675,37650,Rockwall ISD,Rockwall,0,199901,199-901,199901,4837650,4,278478765.8,79555.30731,397361959,95018.16935
538,37710,Rogers ISD,Rogers,-5,14907,014-907,14907,4837710,7,363403821.1,144481.0211,498055451,169128.03
289,37740,Roma ISD,Roma,-5,214903,214-903,214903,4837740,4,1333834942,207002.0591,1671947698,231756.407
910,37800,Roosevelt ISD,Roosevelt,-5,152908,152-908,152908,4837800,6,281263907.4,80990.5559,407291747.8,97454.80555
897,37830,Ropes ISD,Ropes,-5,110905,110-905,110905,4837830,5,407986149.4,97525.90702,589209290.7,117188.0202
87,37860,Roscoe Collegiate ISD,Roscoe Collegiate,-5,177901,177-901,177901,4837860,1,356041983.1,104660.2467,503709859.6,124506.0407
545,37900,Rosebud-Lott ISD,Rosebud-Lott,-5,73905,073-905,73905,4837900,6,771158076.7,202229.9386,1060104954,237080.5703
86,38040,Rotan ISD,Rotan,-5,76904,076-904,76904,4838040,5,895868787.2,185753.0982,1278686255,221909.0717
822,38080,Round Rock ISD,Round Rock,1,246909,246-909,246909,4838080,7,253236796,91501.07877,343611979.6,106568.2682
725,38100,Round Top-Carmine ISD,Round Top-Carmine,-5,75908,075-908,75908,4838100,4,351384918.4,105581.7826,472546345.3,122465.4451
295,38160,Roxton ISD,Roxton,-5,139908,139-908,139908,4838160,2,233358889.7,152240.7268,337669725.6,183103.444
773,38190,Royal ISD,Royal,-5,237905,237-905,237905,4838190,6,412498785.9,103582.4803,552204228.7,119808.6093
664,38220,Royse City ISD,Royse City,-5,199902,199-902,199902,4838220,1,194499691.2,101028.3015,277849442.7,120801.3435
136,38280,Rule ISD,Rule,-5,104903,104-903,104903,4838280,3,391171081.6,127272.656,561097887.4,152460.4493
344,38310,Runge ISD,Runge,-5,128903,128-903,128903,4838310,7,247454737,88340.33984,324690651.4,101224.1692
118,38360,Rusk ISD,Rusk,-5,37907,037-907,37907,4838360,1,808865394.5,248019.4136,1128035515,292865.6267
8,38400,S and S Cons ISD,S and S Cons,-5,91914,091-914,91914,4838400,3,335206119.4,131864.2342,486224937.4,158783.8311
428,38430,Sabinal ISD,Sabinal,-5,232902,232-902,232902,4838430,5,943037772.9,207444.2109,1249859926,238879.3678
464,38460,Sabine ISD,Sabine,-5,92906,092-906,92906,4838460,4,107856382.5,62614.30153,152422469.6,74444.49159
564,38490,Sabine Pass ISD,Sabine Pass,-5,123913,123-913,123913,4838490,7,986376249.1,194516.8613,1316012716,224696.7638
77,38520,Saint Jo ISD,Saint Jo,-5,169911,169-911,169911,4838520,3,427012705.9,151062.5118,620529002.4,182157.1397
537,38580,Salado ISD,Salado,-5,14908,014-908,14908,4838580,7,348000510.8,105397.3154,476549285.3,123324.1375
275,38610,Saltillo ISD,Saltillo,-5,112909,112-909,112909,4838610,5,154144369.2,100628.5387,221253676.8,120585.0467
693,38640,Sam Rayburn ISD,Sam Rayburn,-5,74917,074-917,74917,4838640,5,368604448.7,122573.5978,535789774.6,147810.9913
286,38700,San Angelo ISD,San Angelo,0,226903,226-903,226903,4838700,1,532972451.4,147546.7609,737044710.1,173516.0038
652,38730,San Antonio ISD,San Antonio,0,15907,015-907,15907,4838730,1,193696680.2,97006.67895,257041526.6,111728.7907
634,38760,San Augustine ISD,San Augustine,-5,203901,203-901,203901,4838760,7,714549094.3,210336.2771,990310753,247527.6
479,38790,San Benito Cons ISD,San Benito Cons,0,31912,031-912,31912,4838790,7,267985115.5,112319.0746,332443386.1,125149.1161
690,38820,San Diego ISD,San Diego,-5,66902,066-902,66902,4838820,6,1315782368,212718.1809,1689834007,241117.7643
234,38850,San Elizario ISD,San Elizario,-5,71904,071-904,71904,4838850,5,34571076.09,29275.20723,47970759.05,34484.74035
338,38900,San Felipe-Del Rio Cons ISD,San Felipe-Del Rio Cons,0,233901,233-901,233901,4838900,5,2359198175,346571.9346,3148594793,401043.9002
914,38910,San Isidro ISD,San Isidro,-5,214902,214-902,214902,4838910,6,604177234.6,112678.5638,758494409.7,126221.1229
958,38970,San Marcos Cons ISD,San Marcos Cons,-5,105902,105-902,105902,4838970,5,475842980.6,140895.2148,637179324.5,163034.9275
300,39000,San Perlita ISD,San Perlita,-5,245904,245-904,245904,4839000,1,708478205.5,136391.305,886741263.6,152342.0127
576,39030,San Saba ISD,San Saba,-5,206901,206-901,206901,4839030,1,1343289800,321823.7847,1848350008,377556.3978
270,39060,San Vicente ISD,San Vicente,-5,22903,022-903,22903,4839060,5,4012509340,351751.8134,5327171632,405288.7372
251,39120,Sands Consolidated ISD,Sands Consolidated,-5,58909,058-909,58909,4839120,3,566111867.4,154678.9253,800335886,183975.2183
69,39150,Sanford-Fritch ISD,Sanford-Fritch,-5,117903,117-903,117903,4839150,6,88595069.02,44546.35198,134260706.5,54837.60115
1012,39180,Sanger ISD,Sanger,0,61908,061-908,61908,4839180,1,264005112.2,89312.10449,380586181.6,107164.893
278,39210,Santa Anna ISD,Santa Anna,-5,42903,042-903,42903,4839210,1,824627306.9,174051.9687,1145425634,205281.9504
783,39270,Santa Fe ISD,Santa Fe,-5,84909,084-909,84909,4839270,4,186978074.1,76064.82353,247925635.4,87639.81495
21,39300,Santa Gertrudis ISD,Santa Gertrudis,-5,137904,137-904,137904,4839300,4,511554141,125359.2648,651290545.6,141537.4579
932,39330,Santa Maria ISD,Santa Maria,-1,31913,031-913,31913,4839330,4,73203691.15,49949.48466,90811535.53,55681.90278
922,39360,Santa Rosa ISD,Santa Rosa,-5,31914,031-914,31914,4839360,4,68297055.01,33375.35829,85032915.59,37241.46506
166,39390,Santo ISD,Santo,-5,182904,182-904,182904,4839390,2,535616832.4,125281.155,759983353.5,149232.743
563,39450,Savoy ISD,Savoy,-5,74911,074-911,74911,4839450,5,127067532.4,68984.88081,184214472.6,83135.72556
953,39480,Schertz-Cibolo-Universal City ISD,Schertz-Cibolo-Universal City,1,94902,094-902,94902,4839480,6,154892131.4,83908.81597,206101135.5,96773.69674
414,39510,Schleicher ISD,Schleicher,-5,207901,207-901,207901,4839510,6,3380282681,244805.2098,4625029898,286127.6239
435,39540,Schulenburg ISD,Schulenburg,-5,75903,075-903,75903,4839540,3,367888944,92486.47651,491209435,106843.4057
143,39570,Scurry-Rosser ISD,Scurry-Rosser,-5,129910,129-910,129910,4839570,7,212873827.4,84099.12245,301155917.6,100015.7146
427,39600,Seagraves ISD,Seagraves,-5,83901,083-901,83901,4839600,1,498208364.3,139262.2172,711679490.3,166478.0558
776,39630,Sealy ISD,Sealy,-5,8902,008-902,8902,4839630,7,533514951,161961.6645,713195393.4,187275.7886
948,39690,Seguin ISD,Seguin,0,94901,094-901,94901,4839690,1,955610375.8,203315.1376,1271382529,234559.7667
299,39750,Seminole ISD,Seminole,-5,83903,083-903,83903,4839750,4,3005634752,259089.2995,4271804009,308725.0818
471,39780,Seymour ISD,Seymour,-5,12901,012-901,12901,4839780,5,2345902451,285257.0254,3400415772,343379.3771
902,39870,Shallowater ISD,Shallowater,-5,152909,152-909,152909,4839870,7,194774395.2,61866.81633,282812447.5,74571.49174
294,39900,Shamrock ISD,Shamrock,-5,242902,242-902,242902,4839900,4,815062903,157530.1515,1223968647,192993.873
926,39930,Sharyland ISD,Sharyland,0,108911,108-911,108911,4839930,6,68375667.2,48651.89126,85084868.76,54354.54074
108,39960,Shelbyville ISD,Shelbyville,-5,210903,210-903,210903,4839960,3,692417815.8,263569.2541,963585269,310873.9485
748,39990,Sheldon ISD,Sheldon,0,101924,101-924,101924,4839990,7,137620033.8,62725.53892,184329076.5,72553.36991
794,40020,Shepherd ISD,Shepherd,-5,204904,204-904,204904,4840020,7,379157224.7,106524.78,514325755.9,123974.0092
7,40080,Sherman ISD,Sherman,1,91906,091-906,91906,4840080,5,197709455.4,105071.0262,286692099.1,126543.019
129,40110,Shiner ISD,Shiner,-5,143903,143-903,143903,4840110,1,292732613.8,97499.40114,388560664.7,112304.9303
206,40170,Sidney ISD,Sidney,-5,47905,047-905,47905,4840170,5,227297061.8,80925.9045,318145625.7,95760.1114
199,40200,Sierra Blanca ISD,Sierra Blanca,-5,115902,115-902,115902,4840200,1,3083312880,288489.127,4253973775,339173.0452
190,40230,Silsbee ISD,Silsbee,-5,100904,100-904,100904,4840230,3,433513937,154640.4856,587246367.2,179915.4293
40,40290,Silverton ISD,Silverton,-5,23902,023-902,23902,4840290,3,1434089628,169362.342,2119497763,205968.425
318,40320,Simms ISD,Simms,-5,19909,019-909,19909,4840320,2,378335323.1,128399.1547,545332295.2,154188.8484
942,40350,Sinton ISD,Sinton,-5,205906,205-906,205906,4840350,6,577495668.7,194931.8181,745474961.2,221502.5027
585,40380,Sivells Bend ISD,Sivells Bend,-5,49909,049-909,49909,4840380,3,199325181.8,91337.35265,290092453.8,110239.0313
554,40410,Skidmore-Tynan ISD,Skidmore-Tynan,-5,13905,013-905,13905,4840410,7,658790456.9,177978.211,853597001.9,202614.1633
907,40440,Slaton ISD,Slaton,-5,152903,152-903,152903,4840440,1,228542914.9,74118.40516,330068322.1,89070.50681
1013,40470,Slidell ISD,Slidell,-5,249908,249-908,249908,4840470,6,302072580.8,135092.8278,435524460.6,162193.3487
506,40500,Slocum ISD,Slocum,-5,1909,001-909,1909,4840500,7,445811224.9,157280.1767,620119631.9,185445.9432
659,40550,Smithville ISD,Smithville,-5,11904,011-904,11904,4840550,7,759010463.5,154982.9741,1018954455,179624.7872
898,40590,Smyer ISD,Smyer,-5,110906,110-906,110906,4840590,3,272427714.8,78455.71364,394891175.3,94480.91994
728,40620,Snook ISD,Snook,-5,26903,026-903,26903,4840620,5,466750604.5,138984.1222,632812607.1,161833.6202
197,40650,Snyder ISD,Snyder,-5,208902,208-902,208902,4840650,3,1806562986,337955.0416,2573711914,403292.4389
1,40710,Socorro ISD,Socorro,0,71909,071-909,71909,4840710,6,344391574.3,107986.4092,480111056.8,127681.4927
528,40740,Somerset ISD,Somerset,1,15909,015-909,15909,4840740,5,219185221.1,93529.16527,289586798,107499.6378
729,40770,Somerville ISD,Somerville,-5,26902,026-902,26902,4840770,7,280365345.8,120061.3043,379380548,139620.376
198,40800,Sonora ISD,Sonora,-5,218901,218-901,218901,4840800,4,3751477297,254539.0815,5090435176,296304.7674
651,40680,South San Antonio ISD,South San Antonio,-5,15908,015-908,15908,4840680,6,40797436.72,43078.76822,54065151.12,49584.32823
909,40890,Southland ISD,Southland,-5,85903,085-903,85903,4840890,3,305493647.9,103814.422,440030110.7,124515.7059
645,40920,Southside ISD,Southside,-5,15917,015-917,15917,4840920,6,274315375,100969.3291,362499220.2,116099.793
636,40950,Southwest ISD,Southwest,0,15912,015-912,15912,4840950,3,281302354.2,132324.5564,372396168.5,152253.2821
93,41010,Spearman ISD,Spearman,-5,98904,098-904,98904,4841010,6,1235093348,208450.1611,1893975162,258221.8998
371,41070,Splendora ISD,Splendora,-5,170907,170-907,170907,4841070,1,192241885.2,69433.63883,259545884.5,80673.50535
766,41100,Spring Branch ISD,Spring Branch,0,101920,101-920,101920,4841100,5,106259436.2,60401.40107,142093728.7,69827.11105
91,41130,Spring Creek ISD,Spring Creek,-5,117907,117-907,117907,4841130,6,430398027.5,101491.1182,652978462.6,125038.3281
463,41190,Spring Hill ISD,Spring Hill,-5,92907,092-907,92907,4841190,3,23471421.03,26309.99702,33257982.87,31310.03352
746,41220,Spring ISD,Spring,0,101919,101-919,101919,4841220,5,144195439.1,88226.41721,193771895.7,102275.6558
35,41250,Springlake-Earth ISD,Springlake-Earth,-5,140907,140-907,140907,4841250,6,509293699.7,110250.7782,748887893.9,133667.8307
229,41280,Springtown ISD,Springtown,-5,184902,184-902,184902,4841280,7,264038031.1,106476.6045,377387812.7,127276.315
6,2,Spur ISD,Spur,-5,63903,063-903,63903,4800002,5,1369828028,214386.5216,1981968909,257964.2164
788,41340,Spurger ISD,Spurger,-5,229905,229-905,229905,4841340,1,283056129,113878.5944,385498146.4,132849.0442
768,41350,Stafford MSD,Stafford MSD,-5,79910,079-910,79910,4841350,3,18255647.2,31287.03626,24329015.3,36118.04505
44,41400,Stamford ISD,Stamford,-5,127906,127-906,127906,4841400,4,358643087.8,129174.9266,512284779.5,154349.4371
250,41430,Stanton ISD,Stanton,-5,156902,156-902,156902,4841430,4,875797218,160225.8497,1230371925,189703.1872
165,41520,Stephenville ISD,Stephenville,-5,72903,072-903,72903,4841520,3,604013291.6,167824.524,849428048.2,199006.6933
369,41550,Sterling City ISD,Sterling City,-5,216901,216-901,216901,4841550,7,2382016359,201157.9719,3323366060,237698.7961
604,41610,Stockdale ISD,Stockdale,-5,247906,247-906,247906,4841610,5,477510412.4,130705.853,631494186.3,150267.2818
610,41670,Stratford ISD,Stratford,-5,211902,211-902,211902,4841670,7,2246902968,247337.5343,3451724699,306431.875
346,41700,Strawn ISD,Strawn,-5,182905,182-905,182905,4841700,4,278504956.5,99054.37433,395135740.8,118090.2976
560,41760,Sudan ISD,Sudan,-5,140908,140-908,140908,4841760,4,1511822106,251608.7482,2208400234,304132.9904
274,41790,Sulphur Bluff ISD,Sulphur Bluff,-5,112910,112-910,112910,4841790,3,305637354.2,139240.036,439929727.4,167079.3478
172,41820,Sulphur Springs ISD,Sulphur Springs,-5,112901,112-901,112901,4841820,2,665783294.9,268080.399,954655604.9,321039.4108
580,41850,Sundown ISD,Sundown,-5,110907,110-907,110907,4841850,1,228297164.7,60725.78013,329757646.1,72985.34741
625,41880,Sunnyvale ISD,Sunnyvale,-5,57919,057-919,57919,4841880,3,50442561.28,33718.07833,71841533.21,40248.3464
140,41910,Sunray ISD,Sunray,-5,171902,171-902,171902,4841910,6,573306610.8,133335.129,875635894.8,164822.0942
280,41970,Sweeny ISD,Sweeny,-5,20906,020-906,20906,4841970,1,463051548.4,158160.5029,608615630.7,181319.3665
127,42000,Sweet Home ISD,Sweet Home,-5,143905,143-905,143905,4842000,4,163532074.9,87394.31822,216552802.6,100574.3841
85,42030,Sweetwater ISD,Sweetwater,0,177902,177-902,177902,4842030,5,743053145.7,174845.6294,1051661457,208055.927
941,42060,Taft ISD,Taft,-5,205907,205-907,205907,4842060,2,250398063,96006.34086,322612074.7,109053.9848
37,42090,Tahoka ISD,Tahoka,-5,153904,153-904,153904,4842090,4,938949042.1,189382.4441,1347372764,226840.6179
70,42210,Tarkington ISD,Tarkington,-5,146907,146-907,146907,4842210,2,591560016.9,140306.1799,799722739.2,163127.9825
117,42240,Tatum ISD,Tatum,-5,201910,201-910,201910,4842240,2,294701547.2,135844.4706,415470556,161272.9496
820,42280,Taylor ISD,Taylor,-5,246911,246-911,246911,4842280,1,199168837.3,102951.1818,270548808.5,120035.3684
403,42300,Teague ISD,Teague,-5,81904,081-904,81904,4842300,5,578308270.3,132305.8111,802929006.2,155922.0529
536,42330,Temple ISD,Temple,0,14909,014-909,14909,4842330,6,154964915.8,103691.0513,212897068,121553.5387
498,42360,Tenaha ISD,Tenaha,-5,210904,210-904,210904,4842360,1,158339205.3,97711.80205,221416589.6,115536.8507
269,42390,Terlingua CSD,Terlingua CSD,-5,22004,022-004,22004,4842390,6,1783434889,198779.4135,2361322238,228755.9239
33,42420,Terrell County ISD,Terrell County,-5,222901,222-901,222901,4842420,4,6083158712,398496.5767,8207689941,462969.6091
263,42450,Terrell ISD,Terrell,-5,129906,129-906,129906,4842450,7,450396421.1,145898.6346,640896443.3,174084.8368
317,42480,Texarkana ISD,Texarkana,-1,19907,019-907,19907,4842480,3,77124879.75,63405.72978,111384257.6,76229.37173
173,42510,Texas City ISD,Texas City,-1,84906,084-906,84906,4842510,4,201306151.9,79520.87828,266857370.3,91542.33913
472,42540,Texhoma ISD,Texhoma,-5,211901,211-901,211901,4842540,6,614434687.5,134587.5908,945882552.9,166982.1161
292,42570,Texline ISD,Texline,-5,56902,056-902,56902,4842570,2,1585751989,242829.1958,2438653757,301004.5635
459,42630,Thorndale ISD,Thorndale,-5,166905,166-905,166905,4842630,7,346147806.7,141530.6431,470809219.9,165100.2695
812,42660,Thrall ISD,Thrall,-5,246912,246-912,246912,4842660,3,385777495.5,124691.2214,524246583.2,145349.4548
553,42690,Three Rivers ISD,Three Rivers,-5,149902,149-902,149902,4842690,5,1151040688,201865.3216,1499463891,230466.9431
164,42720,Three Way ISD,Three Way,-5,72901,072-901,72901,4842720,5,212107813.9,80679.37489,298036788.3,95642.32416
440,42780,Throckmorton ISD,Throckmorton,-5,224901,224-901,224901,4842780,7,1984492840,199499.9575,2850469790,239086.7171
58,42810,Tidehaven ISD,Tidehaven,-5,158902,158-902,158902,4842810,6,759572790.1,152062.8664,997712199.2,174234.0126
351,42840,Timpson ISD,Timpson,-5,210905,210-905,210905,4842840,2,406926548.4,135500.8364,568155385.7,160097.236
988,42870,Tioga ISD,Tioga,-5,91907,091-907,91907,4842870,1,89198489.94,54523.32517,128868356.6,65572.88319
640,42900,Tolar ISD,Tolar,-5,111903,111-903,111903,4842900,2,294792901.7,97544.19274,415916649.5,115902.8106
619,42930,Tom Bean ISD,Tom Bean,-5,91918,091-918,91918,4842930,3,140563573.4,76367.17537,203353860.3,91876.85345
758,42960,Tomball ISD,Tomball,0,101921,101-921,101921,4842960,1,214854624.7,104055.5483,289077918.8,120709.4054
233,42990,Tornillo ISD,Tornillo,-5,71908,071-908,71908,4842990,2,200595865.6,70878.14335,277733879.2,83400.78857
48,43110,Trent ISD,Trent,-5,221905,221-905,221905,4843110,1,370389537.2,168556.2098,524403861.4,200675.191
686,43140,Trenton ISD,Trenton,-5,74912,074-912,74912,4843140,3,120927305.4,69514.71871,174527535.9,83535.40115
475,43170,Trinidad ISD,Trinidad,-5,107907,107-907,107907,4843170,2,38445088.94,37431.237,53973759.35,44358.60645
26,43200,Trinity ISD,Trinity,-5,228903,228-903,228903,4843200,6,409513222.8,137033.7088,561071915.6,160323.8823
841,43230,Troup ISD,Troup,-5,212904,212-904,212904,4843230,4,285203992.5,109661.2711,400340219.7,129924.9488
544,43260,Troy ISD,Troy,-5,14910,014-910,14910,4843260,4,271342018.6,97426.11514,373452893.7,114284.0082
385,43320,Tulia ISD,Tulia,-5,219903,219-903,219903,4843320,5,1118317196,158799.5404,1653631133,192998.0568
945,43350,Tuloso-Midway ISD,Tuloso-Midway,0,178912,178-912,178912,4843350,6,129024420.8,75624.92013,165674420.6,85700.18537
254,43400,Turkey-Quitaque ISD,Turkey-Quitaque,-5,96905,096-905,96905,4843400,1,1160671238,195884.621,1711663428,237814.1562
838,43470,Tyler ISD,Tyler,0,212905,212-905,212905,4843470,4,533574615.7,164762.8719,752351890.2,195664.5712
590,43530,Union Grove ISD,Union Grove,-5,230908,230-908,230908,4843530,1,51275477.92,38374.33662,72709048.29,45696.8358
589,43560,Union Hill ISD,Union Hill,-5,230904,230-904,230904,4843560,2,171202157.2,110708.9955,244073464.5,132182.4966
706,43650,United ISD,United,0,240903,240-903,240903,4843650,6,6439997330,520131.9512,8277030862,589277.1641
881,43680,Utopia ISD,Utopia,-5,232904,232-904,232904,4843680,4,916699107.1,201772.6911,1222671800,233106.9198
430,43720,Uvalde Cons ISD,Uvalde Cons,-5,232903,232-903,232903,4843720,4,2995179834,379241.3072,3957530426,436108.9778
231,43740,Valentine ISD,Valentine,-5,122902,122-902,122902,4843740,2,2318195022,257876.5535,3157049155,300692.6382
852,43760,Valley Mills ISD,Valley Mills,-5,18904,018-904,18904,4843760,6,451943983.6,156231.3063,628632562.5,184222.6959
1014,43860,Valley View ISD (Cooke),Valley View (Cooke),0,49903,049-903,49903,4843860,4,211277732.5,105405.4181,305395167.6,126741.1031
925,43800,Valley View ISD (Hidalgo),Valley View (Hidalgo),0,108916,108-916,108916,4843800,5,26385524.15,26147.21286,32747805.69,29141.62488
736,43890,Van Alstyne ISD,Van Alstyne,-5,91908,091-908,91908,4843890,6,163591087.8,83778.20255,236145554.4,100605.3697
442,43920,Van ISD,Van,-5,234906,234-906,234906,4843920,1,583267283.2,207480.1461,825173188.4,246793.0935
57,43950,Van Vleck ISD,Van Vleck,-5,158906,158-906,158906,4843950,2,1223668441,220248.4972,1605036087,252375.7422
331,43980,Vega ISD,Vega,-5,180902,180-902,180902,4843980,7,1398663775,205669.0634,2104377464,252281.1065
313,44010,Venus ISD,Venus,-5,126908,126-908,126908,4844010,5,91988176,61565.88796,130012158.6,73239.40411
285,44040,Veribest ISD,Veribest,-5,226908,226-908,226908,4844040,7,319727204.4,123266.2519,443152944.5,145119.4444
252,44110,Vernon ISD,Vernon,-5,244903,244-903,244903,4844110,1,1462235613,259502.2461,2138201459,313943.0229
54,44150,Victoria ISD,Victoria,0,235902,235-902,235902,4844150,4,1564930300,321866.6701,2050995658,368426.6811
392,44160,Vidor ISD,Vidor,-5,181907,181-907,181907,4844160,6,313717659.7,108083.4599,422773978.4,125462.6453
613,44250,Vysehrad ISD,Vysehrad,-5,143904,143-904,143904,4844250,3,81254401.27,50113.50812,107866337.9,57736.0876
178,44280,Waco ISD,Waco,0,161914,161-914,161914,4844280,7,157606152.3,99492.30633,218578199.7,117176.6856
655,44310,Waelder ISD,Waelder,-5,89905,089-905,89905,4844310,1,465559260.9,120603.7956,621207707.8,139309.6785
335,44370,Walcott ISD,Walcott,-5,59902,059-902,59902,4844370,7,1221033212,165673.5303,1820681131,202253.1838
284,44410,Wall ISD,Wall,-5,226906,226-906,226906,4844410,3,1027374077,187573.913,1417522814,220446.5837
765,44430,Waller ISD,Waller,-5,237904,237-904,237904,4844430,5,796521138.3,147813.3526,1071519922,171436.5502
568,44490,Walnut Bend ISD,Walnut Bend,-5,49908,049-908,49908,4844490,1,53639953.54,51179.01526,78053234.95,61735.44922
582,44520,Walnut Springs ISD,Walnut Springs,-5,18905,018-905,18905,4844520,2,265618026.6,106228.9128,372684085.3,125804.0732
787,44580,Warren ISD,Warren,-5,229904,229-904,229904,4844580,2,668845228.3,175367.2313,909139172.6,204356.8571
213,44670,Waskom ISD,Waskom,-5,102903,102-903,102903,4844670,7,165840505.4,71387.72386,234720322.3,84956.28491
132,44710,Water Valley ISD,Water Valley,-5,226905,226-905,226905,4844710,6,1120388653,245462.2209,1557629570,289202.3099
10,44730,Waxahachie ISD,Waxahachie,0,70912,070-912,70912,4844730,2,493351217.5,132462.7649,695994916,157336.6663
638,44800,Weatherford ISD,Weatherford,-5,184903,184-903,184903,4844800,2,649977719.4,185800.6559,924322687,221622.21
704,44810,Webb Cons ISD,Webb Cons,-5,240904,240-904,240904,4844810,3,2261685696,251586.1639,2886558710,284276.3615
393,44820,Weimar ISD,Weimar,-5,45905,045-905,45905,4844820,6,447046320.9,113211.9964,596160882.8,130718.9102
131,44890,Wellington ISD,Wellington,-5,44902,044-902,44902,4844890,5,2330617218,288600.3765,3474483938,352404.043
147,44910,Wellman-Union Cons ISD,Wellman-Union Cons,-5,223904,223-904,223904,4844910,5,680136673.3,146662.3387,973864480.2,175449.7573
504,44940,Wells ISD,Wells,-5,37909,037-909,37909,4844940,3,262371351.6,103381.6639,363651403.6,121663.6883
935,44960,Weslaco ISD,Weslaco,1,108913,108-913,108913,4844960,3,141003049.9,55429.54011,175256233.3,61849.93819
849,45000,West Hardin County Cons ISD,West Hardin County Cons,-5,100908,100-908,100908,4845000,5,630946901,151398.9394,852742002.1,176073.2517
967,45040,West ISD,West,-5,161916,161-916,161916,4845040,7,326576852.2,101518.5156,455033279.2,119842.4414
388,45090,West Orange-Cove Cons ISD,West Orange-Cove Cons,-5,181906,181-906,181906,4845090,2,87722549.77,75656.8184,118043179.2,87782.40425
359,45120,West Oso ISD,West Oso,-5,178915,178-915,178915,4845120,4,114555851.4,57369.23265,146889065.8,64932.35878
832,45150,West Rusk County Cons ISD,West Rusk County Cons,-5,201914,201-914,201914,4845150,2,254170242.5,102095.4565,357453631.1,121097.8829
630,45180,West Sabine ISD,West Sabine,-5,202905,202-905,202905,4845180,5,278112123,103957.3312,383759406.5,122181.5993
220,45210,Westbrook ISD,Westbrook,-5,168903,168-903,168903,4845210,5,724957379.1,163797.8085,1021637787,194486.0729
516,45240,Westhoff ISD,Westhoff,-5,62905,062-905,62905,4845240,4,199284047.7,76199.46509,262942136.7,87518.87603
452,45330,Westphalia ISD,Westphalia,-5,73904,073-904,73904,4845330,1,57470264.67,42626.46881,79013235.86,49986.79461
505,43290,Westwood ISD,Westwood,-5,1908,001-908,1908,4843290,5,251617554.6,110132.3347,350218016.3,129954.2143
94,45380,Wharton ISD,Wharton,-5,241904,241-904,241904,4845380,4,473751861.1,147804.4654,626550014.3,170010.3935
412,45420,Wheeler ISD,Wheeler,-5,242903,242-903,242903,4845420,3,475769792.4,154989.9509,716979825.8,190251.4728
